OBJECTID,Geo_ID,Geo_Type,Geo_Name,Geo_Short_Name,Suppressed,Shape__Area,Shape__Length,Label
1,csa_city_alhambra,Incorporated City,City of Alhambra,Alhambra,0,212764011.276367,69016.5015221541,Alhambra
2,csa_city_arcadia,Incorporated City,City of Arcadia,Arcadia,0,309696288.938477,132149.401562509,Arcadia
3,csa_city_azusa,Incorporated City,City of Azusa,Azusa,0,269205013.03125,158881.601593077,Azusa
4,csa_city_baldwin_park,Incorporated City,City of Baldwin Park,Baldwin Park,0,188966247.648438,87241.4327414296,Baldwin Park
5,csa_city_bell,Incorporated City,City of Bell,Bell,0,72979028.1533203,65552.3887578528,Bell
6,csa_city_bell_gardens,Incorporated City,City of Bell Gardens,Bell Gardens,0,68721941.4697266,38937.4207874779,Bell Gardens
7,csa_city_bellflower,Incorporated City,City of Bellflower,Bellflower,0,172370845.865234,59306.6452245536,Bellflower
8,csa_city_beverly_hills,Incorporated City,City of Beverly Hills,Beverly Hills,0,159282318.755859,86925.7745809393,Beverly Hills
9,csa_city_burbank,Incorporated City,City of Burbank,Burbank,0,483502845.646484,102151.39667723,Burbank
10,csa_city_calabasas,Incorporated City,City of Calabasas,Calabasas,0,383613659.699219,149118.592947431,Calabasas
11,csa_city_carson,Incorporated City,City of Carson,Carson,0,528030737.777344,127677.51129757,Carson
12,csa_city_cerritos,Incorporated City,City of Cerritos,Cerritos,0,246787948.419922,119808.868298614,Cerritos
13,csa_city_claremont,Incorporated City,City of Claremont,Claremont,0,375456745.78418,150112.204271249,Claremont
14,csa_city_compton,Incorporated City,City of Compton,Compton,0,281590253.833984,178008.102450657,Compton
15,csa_city_covina,Incorporated City,City of Covina,Covina,0,196344691.882813,186251.134749508,Covina
16,csa_city_cudahy,Incorporated City,City of Cudahy,Cudahy,0,34266752.8085938,33729.8352374175,Cudahy
17,csa_city_culver_city,Incorporated City,City of Culver City,Culver City,0,143147615.004883,116908.970645141,Culver City
18,csa_city_downey,Incorporated City,City of Downey,Downey,0,350371541.479492,90498.3366118423,Downey
19,csa_city_duarte,Incorporated City,City of Duarte,Duarte,0,186485252.126953,111724.016609402,Duarte
20,csa_city_el_monte,Incorporated City,City of El Monte,El Monte,0,268040254.837891,106711.549443552,El Monte
21,csa_city_gardena,Incorporated City,City of Gardena,Gardena,0,163264681.769531,65932.3950959737,Gardena
22,csa_city_glendale,Incorporated City,City of Glendale,Glendale,0,853230755.385742,190271.343931609,Glendale
23,csa_city_glendora,Incorporated City,City of Glendora,Glendora,0,547642777.478516,165505.670654358,Glendora
24,csa_city_hawthorne,Incorporated City,City of Hawthorne,Hawthorne,0,169585593.317383,110192.664599746,Hawthorne
25,csa_city_huntington_park,Incorporated City,City of Huntington Park,Huntington Park,0,84042752.6230469,66385.7853215658,Huntington Park
26,csa_city_inglewood,Incorporated City,City of Inglewood,Inglewood,0,253622393.695313,90355.3942257997,Inglewood
27,csa_city_la_mirada,Incorporated City,City of La Mirada,La Mirada,0,218800624.400391,79833.8296120329,La Mirada
28,csa_city_la_puente,Incorporated City,City of La Puente,La Puente,0,96842502.2919922,86971.3574392473,La Puente
29,csa_city_la_verne,Incorporated City,City of La Verne,La Verne,0,237606827.314453,115480.591496628,La Verne
30,csa_city_lakewood,Incorporated City,City of Lakewood,Lakewood,0,263528890.157227,124207.331738586,Lakewood
31,csa_city_lancaster,Incorporated City,City of Lancaster,Lancaster,0,2635029511.77344,678436.664903309,Lancaster
32,csa_city_lawndale,Incorporated City,City of Lawndale,Lawndale,0,54863707.0722656,36899.7304205015,Lawndale
33,csa_city_lomita,Incorporated City,City of Lomita,Lomita,0,53484538.828125,44939.4236054767,Lomita
34,csa_city_long_beach,Incorporated City,City of Long Beach,Long Beach,1,1443459669.63477,554574.211561497,Long Beach
35,csa_city_lynwood,Incorporated City,City of Lynwood,Lynwood,0,135007235.452148,72152.7827898819,Lynwood
36,csa_city_manhattan_beach,Incorporated City,City of Manhattan Beach,Manhattan Beach,0,110933646.863281,48539.7715424029,Manhattan Beach
37,csa_city_maywood,Incorporated City,City of Maywood,Maywood,0,32839986.2089844,30088.7702755113,Maywood
38,csa_city_montebello,Incorporated City,City of Montebello,Montebello,0,233323960.400391,99397.6390770259,Montebello
39,csa_city_monterey_park,Incorporated City,City of Monterey Park,Monterey Park,0,215688665.212891,79691.167947583,Monterey Park
40,csa_city_norwalk,Incorporated City,City of Norwalk,Norwalk,0,272018552.822266,91643.101027171,Norwalk
41,csa_city_palmdale,Incorporated City,City of Palmdale,Palmdale,0,2962799242.73145,682806.060207969,Palmdale
42,csa_city_paramount,Incorporated City,City of Paramount,Paramount,0,134398499.347656,67994.9459555497,Paramount
43,csa_city_pasadena,Incorporated City,City of Pasadena,Pasadena,1,644879965.850586,282711.360879147,Pasadena
44,csa_city_pico_rivera,Incorporated City,City of Pico Rivera,Pico Rivera,0,248180730.481445,95367.7009761026,Pico Rivera
45,csa_city_redondo_beach,Incorporated City,City of Redondo Beach,Redondo Beach,0,173842324.033203,103678.683548515,Redondo Beach
46,csa_city_rosemead,Incorporated City,City of Rosemead,Rosemead,0,144217751.397461,94495.0868413356,Rosemead
47,csa_city_san_dimas,Incorporated City,City of San Dimas,San Dimas,0,429685883.255859,170632.370385882,San Dimas
48,csa_city_san_fernando,Incorporated City,City of San Fernando,San Fernando,0,66108330.4589844,36548.9232927347,San Fernando
49,csa_city_san_gabriel,Incorporated City,City of San Gabriel,San Gabriel,0,115211437.180664,96451.896133447,San Gabriel
50,csa_city_santa_clarita,Incorporated City,City of Santa Clarita,Santa Clarita,0,2053437651.51758,401512.902907607,Santa Clarita
51,csa_city_santa_monica,Incorporated City,City of Santa Monica,Santa Monica,0,237691986.479492,65949.9838682262,Santa Monica
52,csa_city_south_gate,Incorporated City,City of South Gate,South Gate,0,204975048.576172,102610.733571485,South Gate
53,csa_city_south_pasadena,Incorporated City,City of South Pasadena,South Pasadena,0,95187401.25,43466.7834242171,South Pasadena
54,csa_city_temple_city,Incorporated City,City of Temple City,Temple City,0,112232462.724609,60506.140608474,Temple City
55,csa_city_torrance,Incorporated City,City of Torrance,Torrance,0,573283827.681641,140225.611106126,Torrance
56,csa_city_walnut,Incorporated City,City of Walnut,Walnut,0,250361037.084961,91589.5513506836,Walnut
57,csa_city_west_covina,Incorporated City,City of West Covina,West Covina,0,447990104.149414,204531.260436844,West Covina
58,csa_city_west_hollywood,Incorporated City,City of West Hollywood,West Hollywood,0,52835243.7685547,57010.5752208896,West Hollywood
59,csa_city_whittier,Incorporated City,City of Whittier,Whittier,0,408726582.419922,163420.36224751,Whittier
60,csa_city_monrovia,Incorporated City,City of Monrovia,Monrovia,0,382542678.912109,144169.025714183,Monrovia
61,csa_city_diamond_bar,Incorporated City,City of Diamond Bar,Diamond Bar,0,414908041.421875,110699.235551545,Diamond Bar
62,csa_city_pomona,Incorporated City,City of Pomona,Pomona,0,640980605.088867,163087.713550421,Pomona
63,csa_city_rancho_palos_verdes,Incorporated City,City of Rancho Palos Verdes,Rancho Palos Verdes,0,376913902.945313,206645.359067016,Rancho Palos Verdes
64,csa_la_arleta,Los Angeles City Neighborhood,Los Angeles - Arleta,Arleta,0,79641922.6611328,41395.4849087469,Arleta
65,csa_la_baldwin_hills,Los Angeles City Neighborhood,Los Angeles - Baldwin Hills,Baldwin Hills,0,72396942.7695313,51824.3160088915,Baldwin Hills
66,csa_la_boyle_heights,Los Angeles City Neighborhood,Los Angeles - Boyle Heights,Boyle Heights,0,144046936.561523,59921.3409299,Boyle Heights
67,csa_la_brentwood,Los Angeles City Neighborhood,Los Angeles - Brentwood,Brentwood,0,257124249.698242,101595.139126041,Brentwood
68,csa_la_canoga_park,Los Angeles City Neighborhood,Los Angeles - Canoga Park,Canoga Park,0,128293030.192383,57957.6496541617,Canoga Park
69,csa_la_central,Los Angeles City Neighborhood,Los Angeles - Central,Central,0,41716624.3837891,32538.0890202571,Central
70,csa_la_century_palms_cove,Los Angeles City Neighborhood,Los Angeles - Century Palms/Cove,Century Palms/Cove,0,57881661.8447266,33546.2242682573,Century Palms/Cove
71,csa_la_chatsworth,Los Angeles City Neighborhood,Los Angeles - Chatsworth,Chatsworth,0,293147133.016602,76880.3350775854,Chatsworth
72,csa_la_del_rey,Los Angeles City Neighborhood,Los Angeles - Del Rey,Del Rey,0,65322006.6591797,45194.5447081871,Del Rey
73,csa_la_downtown,Los Angeles City Neighborhood,Los Angeles - Downtown,Downtown,0,57995830.8535156,44343.9134960018,Downtown
74,csa_la_eagle_rock,Los Angeles City Neighborhood,Los Angeles - Eagle Rock,Eagle Rock,0,128941728.493164,59900.4719426704,Eagle Rock
75,csa_la_east_hollywood,Los Angeles City Neighborhood,Los Angeles - East Hollywood,East Hollywood,0,30724903.4501953,22876.4282640015,East Hollywood
76,csa_la_el_sereno,Los Angeles City Neighborhood,Los Angeles - El Sereno,El Sereno,0,109050969.512695,57287.7330922766,El Sereno
77,csa_la_encino,Los Angeles City Neighborhood,Los Angeles - Encino,Encino,0,394357958.493164,104094.97099847,Encino
78,csa_la_exposition_park,Los Angeles City Neighborhood,Los Angeles - Exposition Park,Exposition Park,0,70838884.8310547,41975.3789386672,Exposition Park
79,csa_la_florence_firestone,Los Angeles City Neighborhood,Los Angeles - Florence-Firestone,Florence-Firestone,0,70535922.8242188,41435.6692314702,Florence-Firestone
80,csa_la_glassell_park,Los Angeles City Neighborhood,Los Angeles - Glassell Park,Glassell Park,0,84747797.6787109,50207.8319331009,Glassell Park
81,csa_la_granada_hills,Los Angeles City Neighborhood,Los Angeles - Granada Hills,Granada Hills,0,438839286.407227,95212.5716358252,Granada Hills
82,csa_la_green_meadows,Los Angeles City Neighborhood,Los Angeles - Green Meadows,Green Meadows,0,34198719.0595703,23950.874239124,Green Meadows
83,csa_la_harbor_city,Los Angeles City Neighborhood,Los Angeles - Harbor City,Harbor City,0,127243061.364258,68700.815465554,Harbor City
84,csa_la_harbor_gateway,Los Angeles City Neighborhood,Los Angeles - Harbor Gateway,Harbor Gateway,0,141213773.022461,114745.333820116,Harbor Gateway
85,csa_la_harvard_park,Los Angeles City Neighborhood,Los Angeles - Harvard Park,Harvard Park,0,63107483.2617188,34432.9111766218,Harvard Park
86,csa_la_highland_park,Los Angeles City Neighborhood,Los Angeles - Highland Park,Highland Park,0,84518883.5185547,56286.5552515895,Highland Park
87,csa_la_hollywood,Los Angeles City Neighborhood,Los Angeles - Hollywood,Hollywood,0,123731154.328125,77997.1379803356,Hollywood
88,csa_la_hollywood_hills,Los Angeles City Neighborhood,Los Angeles - Hollywood Hills,Hollywood Hills,0,196518166.552734,87422.556052146,Hollywood Hills
89,csa_la_hyde_park,Los Angeles City Neighborhood,Los Angeles - Hyde Park,Hyde Park,0,56911382.9189453,38424.7681952454,Hyde Park
90,csa_la_koreatown,Los Angeles City Neighborhood,Los Angeles - Koreatown,Koreatown,0,40641749.6201172,28508.3553503544,Koreatown
91,csa_la_lake_balboa,Los Angeles City Neighborhood,Los Angeles - Lake Balboa,Lake Balboa,0,106285448.87207,62044.6585796526,Lake Balboa
92,csa_la_lincoln_heights,Los Angeles City Neighborhood,Los Angeles - Lincoln Heights,Lincoln Heights,0,91056715.4091797,60756.0099422483,Lincoln Heights
93,csa_la_little_bangladesh,Los Angeles City Neighborhood,Los Angeles - Little Bangladesh,Little Bangladesh,0,13980368.5371094,15856.2027555614,Little Bangladesh
94,csa_city_agoura_hills,Incorporated City,City of Agoura Hills,Agoura Hills,1,217931682.645508,80376.2106904134,Agoura Hills
95,csa_city_artesia,Incorporated City,City of Artesia,Artesia,1,45210326.125,40904.9706551111,Artesia
96,csa_city_commerce,Incorporated City,City of Commerce,Commerce,1,182719725.128906,93390.8122905832,Commerce
97,csa_city_el_segundo,Incorporated City,City of El Segundo,El Segundo,1,151854294.449219,58347.6116957505,El Segundo
98,csa_city_hawaiian_gardens,Incorporated City,City of Hawaiian Gardens,Hawaiian Gardens,1,26648816.5429688,25783.8794644505,Hawaiian Gardens
99,csa_city_hermosa_beach,Incorporated City,City of Hermosa Beach,Hermosa Beach,1,41501765.1484375,29339.6193505165,Hermosa Beach
100,csa_city_hidden_hills,Incorporated City,City of Hidden Hills,Hidden Hills,1,47048725.8291016,42751.6546627266,Hidden Hills
101,csa_city_industry,Incorporated City,City of Industry,Industry,1,335602039.208984,366510.398353747,Industry
102,csa_city_irwindale,Incorporated City,City of Irwindale,Irwindale,1,268552437.949219,131459.742848378,Irwindale
103,csa_city_la_canada_flintridge,Incorporated City,City of La Canada Flintridge,La Canada Flintridge,1,241080484.775391,92225.3470752999,La Canada Flintridge
104,csa_city_la_habra_heights,Incorporated City,City of La Habra Heights,La Habra Heights,1,171717013.577148,69877.1472887861,La Habra Heights
105,csa_city_san_marino,Incorporated City,City of San Marino,San Marino,1,105008644.922852,56678.5792910711,San Marino
106,csa_city_santa_fe_springs,Incorporated City,City of Santa Fe Springs,Santa Fe Springs,1,247463254.175781,157552.590868578,Santa Fe Springs
107,csa_city_sierra_madre,Incorporated City,City of Sierra Madre,Sierra Madre,1,82433009.1474609,40140.5976967933,Sierra Madre
108,csa_city_signal_hill,Incorporated City,City of Signal Hill,Signal Hill,1,61065731.1738281,56519.1707093737,Signal Hill
109,csa_city_south_el_monte,Incorporated City,City of South El Monte,South El Monte,1,79448691.7880859,61966.3504621843,South El Monte
110,csa_city_vernon,Incorporated City,City of Vernon,Vernon,1,143639793.239258,84910.4497540594,Vernon
111,csa_city_westlake_village,Incorporated City,City of Westlake Village,Westlake Village,1,153379909.563477,64466.7772420738,Westlake Village
112,csa_city_bradbury,Incorporated City,City of Bradbury,Bradbury,1,54647076.6416016,38934.9806514622,Bradbury
113,csa_city_avalon,Incorporated City,City of Avalon,Avalon,1,80339329.6992188,57467.5745584495,Avalon
114,csa_city_rolling_hills_estates,Incorporated City,City of Rolling Hills Estates,Rolling Hills Estates,1,100255529.19043,122697.384104138,Rolling Hills Estates
115,csa_city_rolling_hills,Incorporated City,City of Rolling Hills,Rolling Hills,1,83379640.9677734,48172.7995997127,Rolling Hills
116,csa_city_palos_verdes_estates,Incorporated City,City of Palos Verdes Estates,Palos Verdes Estates,1,133376180.043945,72485.9946205769,Palos Verdes Estates
117,csa_city_malibu,Incorporated City,City of Malibu,Malibu,1,549214512.381836,251806.960922499,Malibu
118,csa_la_adams_normandie,Los Angeles City Neighborhood,Los Angeles - Adams-Normandie,Adams-Normandie,1,10341801.578125,13122.6032690306,Adams-Normandie
119,csa_la_alsace,Los Angeles City Neighborhood,Los Angeles - Alsace,Alsace,1,17348594.1787109,20258.2317794103,Alsace
120,csa_la_angeles_national_forest,Los Angeles City Neighborhood,Los Angeles - Angeles National Forest,Angeles National Forest,1,151134792.705078,102981.680199503,Angeles National Forest
121,csa_la_angelino_heights,Los Angeles City Neighborhood,Los Angeles - Angelino Heights,Angelino Heights,1,4179683.234375,10403.7896257798,Angelino Heights
122,csa_la_atwater_village,Los Angeles City Neighborhood,Los Angeles - Atwater Village,Atwater Village,1,64926574.4541016,66563.724685605,Atwater Village
123,csa_la_bel_air,Los Angeles City Neighborhood,Los Angeles - Bel Air,Bel Air,1,186580221.042969,76705.3974019468,Bel Air
124,csa_la_beverly_crest,Los Angeles City Neighborhood,Los Angeles - Beverly Crest,Beverly Crest,1,234232086.65918,110827.161510845,Beverly Crest
125,csa_la_beverlywood,Los Angeles City Neighborhood,Los Angeles - Beverlywood,Beverlywood,1,29915304.1923828,33551.2657387079,Beverlywood
126,csa_la_brookside,Los Angeles City Neighborhood,Los Angeles - Brookside,Brookside,1,2854060.80957031,7539.25605393113,Brookside
127,csa_la_cadillac_corning,Los Angeles City Neighborhood,Los Angeles - Cadillac-Corning,Cadillac-Corning,1,6719564.08203125,10707.1470312333,Cadillac-Corning
128,csa_la_carthay,Los Angeles City Neighborhood,Los Angeles - Carthay,Carthay,1,27646587.8554688,26826.3535194007,Carthay
129,csa_la_century_city,Los Angeles City Neighborhood,Los Angeles - Century City,Century City,1,32256016.2265625,23918.2040798487,Century City
130,csa_la_cheviot_hills,Los Angeles City Neighborhood,Los Angeles - Cheviot Hills,Cheviot Hills,1,48358745.7148438,32289.4756415605,Cheviot Hills
131,csa_la_chinatown,Los Angeles City Neighborhood,Los Angeles - Chinatown,Chinatown,1,11187362.5361328,14754.4611106614,Chinatown
132,csa_la_cloverdale_cochran,Los Angeles City Neighborhood,Los Angeles - Cloverdale/Cochran,Cloverdale/Cochran,1,24119180.5195313,24448.585840709,Cloverdale/Cochran
133,csa_la_country_club_park,Los Angeles City Neighborhood,Los Angeles - Country Club Park,Country Club Park,1,26965076.8623047,22568.7808271033,Country Club Park
134,csa_la_crenshaw_district,Los Angeles City Neighborhood,Los Angeles - Crenshaw District,Crenshaw District,1,32980853.8740234,26081.4741973509,Crenshaw District
135,csa_la_crestview,Los Angeles City Neighborhood,Los Angeles - Crestview,Crestview,1,21739226.0644531,21651.9507640548,Crestview
136,csa_la_echo_park,Los Angeles City Neighborhood,Los Angeles - Echo Park,Echo Park,1,27755067.7753906,26540.216685482,Echo Park
137,csa_la_elysian_park,Los Angeles City Neighborhood,Los Angeles - Elysian Park,Elysian Park,1,48791230.7490234,39718.0475207251,Elysian Park
138,csa_la_elysian_valley,Los Angeles City Neighborhood,Los Angeles - Elysian Valley,Elysian Valley,1,26846913.1660156,53961.1385546687,Elysian Valley
139,csa_la_exposition,Los Angeles City Neighborhood,Los Angeles - Exposition,Exposition,1,9822071.75488281,13747.7879623559,Exposition
140,csa_la_faircrest_heights,Los Angeles City Neighborhood,Los Angeles - Faircrest Heights,Faircrest Heights,1,13095367.1044922,16164.8668860299,Faircrest Heights
141,csa_la_figueroa_park_square,Los Angeles City Neighborhood,Los Angeles - Figueroa Park Square,Figueroa Park Square,1,19926425.96875,21605.5237955371,Figueroa Park Square
142,csa_la_gramercy_place,Los Angeles City Neighborhood,Los Angeles - Gramercy Place,Gramercy Place,1,31930657.1494141,26453.6258828232,Gramercy Place
143,csa_la_hancock_park,Los Angeles City Neighborhood,Los Angeles - Hancock Park,Hancock Park,1,57323010.2744141,35841.9607720868,Hancock Park
144,csa_la_harvard_heights,Los Angeles City Neighborhood,Los Angeles - Harvard Heights,Harvard Heights,1,20898421.7519531,21077.3857050378,Harvard Heights
145,csa_la_historic_filipinotown,Los Angeles City Neighborhood,Los Angeles - Historic Filipinotown,Historic Filipinotown,1,16690240.0195313,21157.1871100866,Historic Filipinotown
146,csa_la_jefferson_park,Los Angeles City Neighborhood,Los Angeles - Jefferson Park,Jefferson Park,1,12565603.5546875,14198.7641858573,Jefferson Park
147,csa_la_lafayette_square,Los Angeles City Neighborhood,Los Angeles - Lafayette Square,Lafayette Square,1,7241468.82421875,11685.6184471417,Lafayette Square
148,csa_la_lakeview_terrace,Los Angeles City Neighborhood,Los Angeles - Lakeview Terrace,Lakeview Terrace,1,166522233.59668,115860.623246831,Lakeview Terrace
