OBJECTID,Geo_ID,Geo_Type,Geo_Name,Geo_Short_Name,Suppressed,Shape__Area,Shape__Length,Label
270,csa_unincorp_kagel_lopez_canyons,Unincorporated Los Angeles County,Unincorporated - Kagel/Lopez Canyons,Kagel/Lopez Canyons (Unincorporated),1,243850946.704102,139605.486135522,Kagel/Lopez Canyons (Unincorporated)
271,csa_unincorp_la_crescenta_montrose,Unincorporated Los Angeles County,Unincorporated - La Crescenta-Montrose,La Crescenta-Montrose (Unincorporated),1,95896575.5517578,55629.8279826492,La Crescenta-Montrose (Unincorporated)
272,csa_unincorp_la_habra_heights,Unincorporated Los Angeles County,Unincorporated - La Habra Heights,La Habra Heights (Unincorporated),1,4152122.30761719,9340.18656914597,La Habra Heights (Unincorporated)
273,csa_unincorp_la_verne,Unincorporated Los Angeles County,Unincorporated - La Verne,La Verne (Unincorporated),1,84920564.3105469,75255.2992745316,La Verne (Unincorporated)
274,csa_unincorp_ladera_heights,Unincorporated Los Angeles County,Unincorporated - Ladera Heights,Ladera Heights (Unincorporated),1,82401547.1816406,61773.0647226062,Ladera Heights (Unincorporated)
275,csa_unincorp_lake_hughes,Unincorporated Los Angeles County,Unincorporated - Lake Hughes,Lake Hughes (Unincorporated),1,266405309.818359,107739.515751555,Lake Hughes (Unincorporated)
276,csa_unincorp_lake_los_angeles,Unincorporated Los Angeles County,Unincorporated - Lake Los Angeles,Lake Los Angeles (Unincorporated),1,1265822944.89844,187364.140746182,Lake Los Angeles (Unincorporated)
277,csa_unincorp_lake_manor,Unincorporated Los Angeles County,Unincorporated - Lake Manor,Lake Manor (Unincorporated),1,15266439.7148438,28934.0261173059,Lake Manor (Unincorporated)
278,csa_unincorp_lakewood,Unincorporated Los Angeles County,Unincorporated - Lakewood,Lakewood (Unincorporated),1,985687.80078125,5929.33736909703,Lakewood (Unincorporated)
279,csa_unincorp_leona_valley,Unincorporated Los Angeles County,Unincorporated - Leona Valley,Leona Valley (Unincorporated),1,615796163.481445,185562.619741072,Leona Valley (Unincorporated)
280,csa_unincorp_littlerock,Unincorporated Los Angeles County,Unincorporated - Littlerock,Littlerock (Unincorporated),1,93685477.9414063,49434.0117011061,Littlerock (Unincorporated)
281,csa_unincorp_littlerock_juniper_hills,Unincorporated Los Angeles County,Unincorporated - Littlerock/Juniper Hills,Littlerock/Juniper Hills (Unincorporated),1,981372321.241211,196965.29821152,Littlerock/Juniper Hills (Unincorporated)
282,csa_unincorp_littlerock_pearblossom,Unincorporated Los Angeles County,Unincorporated - Littlerock/Pearblossom,Littlerock/Pearblossom (Unincorporated),1,687633163.335938,125688.521011764,Littlerock/Pearblossom (Unincorporated)
283,csa_unincorp_llano,Unincorporated Los Angeles County,Unincorporated - Llano,Llano (Unincorporated),1,2582397412.99512,236007.867255712,Llano (Unincorporated)
284,csa_unincorp_long_beach,Unincorporated Los Angeles County,Unincorporated - Long Beach,Long Beach (Unincorporated),1,4117995.140625,10834.9578869183,Long Beach (Unincorporated)
285,csa_unincorp_lynwood,Unincorporated Los Angeles County,Unincorporated - Lynwood,Lynwood (Unincorporated),1,3631735.6953125,10655.1387845338,Lynwood (Unincorporated)
286,csa_unincorp_miracle_mile,Unincorporated Los Angeles County,Unincorporated - Miracle Mile,Miracle Mile (Unincorporated),1,27999.919921875,760.000029003488,Miracle Mile (Unincorporated)
287,csa_unincorp_monrovia,Unincorporated Los Angeles County,Unincorporated - Monrovia,Monrovia (Unincorporated),1,11228348.3671875,23813.6155826891,Monrovia (Unincorporated)
288,csa_unincorp_newhall,Unincorporated Los Angeles County,Unincorporated - Newhall,Newhall (Unincorporated),1,35923948.8935547,37297.2695467117,Newhall (Unincorporated)
289,csa_unincorp_north_lancaster,Unincorporated Los Angeles County,Unincorporated - North Lancaster,North Lancaster (Unincorporated),1,1263909603.95313,218775.146794741,North Lancaster (Unincorporated)
290,csa_unincorp_north_whittier,Unincorporated Los Angeles County,Unincorporated - North Whittier,North Whittier (Unincorporated),1,35900925.1513672,35228.67956128,North Whittier (Unincorporated)
291,csa_unincorp_padua_hills,Unincorporated Los Angeles County,Unincorporated - Padua Hills,Padua Hills (Unincorporated),1,2075939.8359375,9409.51568340408,Padua Hills (Unincorporated)
292,csa_unincorp_palmdale,Unincorporated Los Angeles County,Unincorporated - Palmdale,Palmdale (Unincorporated),1,733069233.016602,164933.718605305,Palmdale (Unincorporated)
293,csa_unincorp_pearblossom_llano,Unincorporated Los Angeles County,Unincorporated - Pearblossom/Llano,Pearblossom/Llano (Unincorporated),1,462365546.176758,116529.498865869,Pearblossom/Llano (Unincorporated)
294,csa_unincorp_pellissier_village,Unincorporated Los Angeles County,Unincorporated - Pellissier Village,Pellissier Village (Unincorporated),1,8793112.54980469,15692.3790954158,Pellissier Village (Unincorporated)
295,csa_unincorp_placerita_canyon,Unincorporated Los Angeles County,Unincorporated - Placerita Canyon,Placerita Canyon (Unincorporated),1,47991908.625,38416.7207712096,Placerita Canyon (Unincorporated)
296,csa_unincorp_pomona,Unincorporated Los Angeles County,Unincorporated - Pomona,Pomona (Unincorporated),1,32847646.0791016,42540.5502645391,Pomona (Unincorporated)
297,csa_unincorp_quartz_hill,Unincorporated Los Angeles County,Unincorporated - Quartz Hill,Quartz Hill (Unincorporated),1,113624294.644531,96748.028258022,Quartz Hill (Unincorporated)
298,csa_unincorp_rancho_dominguez,Unincorporated Los Angeles County,Unincorporated - Rancho Dominguez,Rancho Dominguez (Unincorporated),1,75301045.0966797,41412.4547091822,Rancho Dominguez (Unincorporated)
299,csa_unincorp_roosevelt,Unincorporated Los Angeles County,Unincorporated - Roosevelt,Roosevelt (Unincorporated),1,1548670759.61621,176707.434379563,Roosevelt (Unincorporated)
300,csa_unincorp_rosewood,Unincorporated Los Angeles County,Unincorporated - Rosewood,Rosewood (Unincorporated),1,2920804.9921875,7454.84862296414,Rosewood (Unincorporated)
301,csa_unincorp_rosewood_east_gardena,Unincorporated Los Angeles County,Unincorporated - Rosewood/East Gardena,Rosewood/East Gardena (Unincorporated),1,27910549.3427734,21457.9564482864,Rosewood/East Gardena (Unincorporated)
302,csa_unincorp_rosewood_west_rancho_dominguez,Unincorporated Los Angeles County,Unincorporated - Rosewood/West Rancho Dominguez,Rosewood/West Rancho Dominguez (Unincorporated),1,12928298.5742188,15582.1700919015,Rosewood/West Rancho Dominguez (Unincorporated)
303,csa_unincorp_rowland_heights,Unincorporated Los Angeles County,Unincorporated - Rowland Heights,Rowland Heights (Unincorporated),0,528064171.236328,166251.82104936,Rowland Heights (Unincorporated)
304,csa_unincorp_south_whittier,Unincorporated Los Angeles County,Unincorporated - South Whittier,South Whittier (Unincorporated),0,149155948.876953,77149.3791959405,South Whittier (Unincorporated)
305,csa_unincorp_stevenson_ranch,Unincorporated Los Angeles County,Unincorporated - Stevenson Ranch,Stevenson Ranch (Unincorporated),0,1192509035.92285,179210.443339479,Stevenson Ranch (Unincorporated)
306,csa_unincorp_valinda,Unincorporated Los Angeles County,Unincorporated - Valinda,Valinda (Unincorporated),0,56559115.8710938,53029.1451408111,Valinda (Unincorporated)
307,csa_unincorp_west_carson,Unincorporated Los Angeles County,Unincorporated - West Carson,West Carson (Unincorporated),0,69126891.0966797,58038.5798375307,West Carson (Unincorporated)
308,csa_unincorp_west_whittier_los_nietos,Unincorporated Los Angeles County,Unincorporated - West Whittier/Los Nietos,West Whittier/Los Nietos (Unincorporated),0,72390428.0878906,73679.9444702104,West Whittier/Los Nietos (Unincorporated)
309,csa_unincorp_willowbrook,Unincorporated Los Angeles County,Unincorporated - Willowbrook,Willowbrook (Unincorporated),0,96155440.5019531,71626.6131256524,Willowbrook (Unincorporated)
310,sd_5,Supervisorial District,Supervisorial District 5,District 5,0,77642487697.752,1609516.28411268,SD 5
311,sd_1,Supervisorial District,Supervisorial District 1,District 1,0,7487753931.58789,840791.806360446,SD 1
312,sd_2,Supervisorial District,Supervisorial District 2,District 2,0,4947266774.75098,465798.86914844,SD 2
313,sd_3,Supervisorial District,Supervisorial District 3,District 3,0,12446261660.8506,696344.585499848,SD 3
314,sd_4,Supervisorial District,Supervisorial District 4,District 4,0,11979805706.1748,1446458.83207077,SD 4
315,lacd_1,Los Angeles City Council District,City Council District 1,City Council District 1,0,420581552.051758,173471.010070651,LACD 1
316,lacd_2,Los Angeles City Council District,City Council District 2,City Council District 2,0,601552914.048828,160435.646088403,LACD 2
317,lacd_3,Los Angeles City Council District,City Council District 3,City Council District 3,0,980499787.698242,168141.942616271,LACD 3
318,lacd_4,Los Angeles City Council District,City Council District 4,City Council District 4,0,1364100728.13965,335644.030475892,LACD 4
319,lacd_5,Los Angeles City Council District,City Council District 5,City Council District 5,0,917911639.310547,279746.900834969,LACD 5
320,lacd_6,Los Angeles City Council District,City Council District 6,City Council District 6,0,757815772.647461,191033.049480189,LACD 6
321,lacd_7,Los Angeles City Council District,City Council District 7,City Council District 7,0,1506646425.72461,345039.60788106,LACD 7
322,lacd_8,Los Angeles City Council District,City Council District 8,City Council District 8,0,447115103.433594,202334.955713486,LACD 8
323,lacd_9,Los Angeles City Council District,City Council District 9,City Council District 9,0,363489227.616211,108677.12919999,LACD 9
324,lacd_10,Los Angeles City Council District,City Council District 10,City Council District 10,0,412890843.327148,145875.626457618,LACD 10
325,lacd_11,Los Angeles City Council District,City Council District 11,City Council District 11,0,1774173789.15137,401976.220497223,LACD 11
326,lacd_12,Los Angeles City Council District,City Council District 12,City Council District 12,0,1609899005.11719,255642.654297647,LACD 12
327,lacd_13,Los Angeles City Council District,City Council District 13,City Council District 13,0,451960798.587891,213454.05593032,LACD 13
328,lacd_14,Los Angeles City Council District,City Council District 14,City Council District 14,0,686873413.319336,215448.696951871,LACD 14
329,lacd_15,Los Angeles City Council District,City Council District 15,City Council District 15,0,895828697.756836,544349.417156059,LACD 15
330,spa_1,Service Planning Area,SPA 1: Antelope Valley,SPA 1,0,37876895312.209,1441313.54393542,SPA 1
331,spa_2,Service Planning Area,SPA 2: San Fernando,SPA 2,0,26701884155.9014,1400230.11470904,SPA 2
332,spa_3,Service Planning Area,SPA 3: San Gabriel,SPA 3,0,25805111857.6045,1104747.80595498,SPA 3
333,spa_4,Service Planning Area,SPA 4: Metro,SPA 4,0,2554447617.20996,301513.834112728,SPA 4
334,spa_5,Service Planning Area,SPA 5: West,SPA 5,0,5305298582.00684,645825.820336655,SPA 5
335,spa_6,Service Planning Area,SPA 6: South,SPA 6,0,1940972923.29004,322127.236016045,SPA 6
336,spa_7,Service Planning Area,SPA 7: East,SPA 7,0,4443801482.28516,508542.293888555,SPA 7
337,spa_8,Service Planning Area,SPA 8: South Bay,SPA 8,0,9775585408.02637,1305591.1684291,SPA 8
338,la_city,Incorporated City,City of Los Angeles,Los Angeles,0,13190494161.374,1801593.40585361,Los Angeles
340,csa_unincorp_san_francisquito_canyon_bouquet_canyon,Unincorporated Los Angeles County,Unincorporated - San Francisquito Canyon/Bouquet Canyon,San Francisquito Canyon/Bouquet Canyon (Unincorporated),1,1742100392.2666,281054.291782996,San Francisquito Canyon/Bouquet Canyon (Unincorporated)
341,csa_unincorp_san_jose_hills,Unincorporated Los Angeles County,Unincorporated - San Jose Hills,San Jose Hills (Unincorporated),1,42055863.640625,45350.1621700969,San Jose Hills (Unincorporated)
342,csa_unincorp_san_pasqual,Unincorporated Los Angeles County,Unincorporated - San Pasqual,San Pasqual (Unincorporated),1,7135797.43945313,13947.6603723336,San Pasqual (Unincorporated)
343,csa_unincorp_sand_canyon,Unincorporated Los Angeles County,Unincorporated - Sand Canyon,Sand Canyon (Unincorporated),1,7408829.00292969,14262.3223550771,Sand Canyon (Unincorporated)
344,csa_unincorp_santa_monica_mountains,Unincorporated Los Angeles County,Unincorporated - Santa Monica Mountains,Santa Monica Mountains (Unincorporated),1,3167933070.98926,479520.449736097,Santa Monica Mountains (Unincorporated)
345,csa_unincorp_saugus,Unincorporated Los Angeles County,Unincorporated - Saugus,Saugus (Unincorporated),1,52787357.0917969,52300.2777222158,Saugus (Unincorporated)
346,csa_unincorp_saugus_canyon_country,Unincorporated Los Angeles County,Unincorporated - Saugus/Canyon Country,Saugus/Canyon Country (Unincorporated),1,135788472.908203,68876.1725890128,Saugus/Canyon Country (Unincorporated)
347,csa_unincorp_south_antelope_valley,Unincorporated Los Angeles County,Unincorporated - South Antelope Valley,South Antelope Valley (Unincorporated),1,313370382.137695,112242.958767476,South Antelope Valley (Unincorporated)
348,csa_unincorp_south_edwards,Unincorporated Los Angeles County,Unincorporated - South Edwards,South Edwards (Unincorporated),1,2078932197.08203,273111.938994576,South Edwards (Unincorporated)
349,csa_unincorp_south_el_monte,Unincorporated Los Angeles County,Unincorporated - South El Monte,South El Monte (Unincorporated),1,3632134.65527344,8765.31837898899,South El Monte (Unincorporated)
350,csa_unincorp_south_san_gabriel,Unincorporated Los Angeles County,Unincorporated - South San Gabriel,South San Gabriel (Unincorporated),1,39508075.6455078,58349.3569827004,South San Gabriel (Unincorporated)
351,csa_unincorp_southeast_antelope_valley,Unincorporated Los Angeles County,Unincorporated - Southeast Antelope Valley,Southeast Antelope Valley (Unincorporated),1,122088326.417969,66116.6944812277,Southeast Antelope Valley (Unincorporated)
352,csa_unincorp_sun_village,Unincorporated Los Angeles County,Unincorporated - Sun Village,Sun Village (Unincorporated),1,310557090.933594,86559.3395494007,Sun Village (Unincorporated)
353,csa_unincorp_sunrise_village,Unincorporated Los Angeles County,Unincorporated - Sunrise Village,Sunrise Village (Unincorporated),1,3193782.59082031,7924.9830233767,Sunrise Village (Unincorporated)
354,csa_unincorp_twin_lakes_oat_mountain,Unincorporated Los Angeles County,Unincorporated - Twin Lakes/Oat Mountain,Twin Lakes/Oat Mountain (Unincorporated),1,556636489.954102,136614.543621896,Twin Lakes/Oat Mountain (Unincorporated)
355,csa_unincorp_universal_city,Unincorporated Los Angeles County,Unincorporated - Universal City,Universal City (Unincorporated),1,14217113.0703125,19224.875457479,Universal City (Unincorporated)
356,csa_unincorp_val_verde,Unincorporated Los Angeles County,Unincorporated - Val Verde,Val Verde (Unincorporated),1,503715764.805664,106228.801736707,Val Verde (Unincorporated)
357,csa_unincorp_view_park_windsor_hills,Unincorporated Los Angeles County,Unincorporated - View Park/Windsor Hills,View Park/Windsor Hills (Unincorporated),1,51654041.1552734,36473.8349524222,View Park/Windsor Hills (Unincorporated)
358,csa_unincorp_walnut_park,Unincorporated Los Angeles County,Unincorporated - Walnut Park,Walnut Park (Unincorporated),1,20867318.0166016,23856.9619436468,Walnut Park (Unincorporated)
359,csa_unincorp_west_antelope_valley,Unincorporated Los Angeles County,Unincorporated - West Antelope Valley,West Antelope Valley (Unincorporated),1,6420997804.4668,567543.702695534,West Antelope Valley (Unincorporated)
360,csa_unincorp_west_chatsworth,Unincorporated Los Angeles County,Unincorporated - West Chatsworth,West Chatsworth (Unincorporated),1,38709719.6367188,37475.8659701604,West Chatsworth (Unincorporated)
361,csa_unincorp_west_la,Unincorporated Los Angeles County,Unincorporated - West LA,West LA (Unincorporated),1,25141186.1113281,29539.9577882081,West LA (Unincorporated)
362,csa_unincorp_west_puente_valley,Unincorporated Los Angeles County,Unincorporated - West Puente Valley,West Puente Valley (Unincorporated),1,22022481.2207031,25813.861414173,West Puente Valley (Unincorporated)
363,csa_unincorp_west_rancho_dominguez,Unincorporated Los Angeles County,Unincorporated - West Rancho Dominguez,West Rancho Dominguez (Unincorporated),1,5118699.35546875,10403.5266580526,West Rancho Dominguez (Unincorporated)
364,csa_unincorp_westhills,Unincorporated Los Angeles County,Unincorporated - Westhills,Westhills (Unincorporated),1,6196785.45019531,11680.0040123007,Westhills (Unincorporated)
365,csa_unincorp_white_fence_farms,Unincorporated Los Angeles County,Unincorporated - White Fence Farms,White Fence Farms (Unincorporated),1,160302070.172852,66613.1125770711,White Fence Farms (Unincorporated)
366,csa_unincorp_whittier,Unincorporated Los Angeles County,Unincorporated - Whittier,Whittier (Unincorporated),1,133796554.488281,89526.143079976,Whittier (Unincorporated)
367,csa_unincorp_whittier_narrows,Unincorporated Los Angeles County,Unincorporated - Whittier Narrows,Whittier Narrows (Unincorporated),1,82963536.5908203,73795.168919912,Whittier Narrows (Unincorporated)
368,csa_unincorp_wiseburn,Unincorporated Los Angeles County,Unincorporated - Wiseburn,Wiseburn (Unincorporated),1,12904383.1708984,18245.9906151407,Wiseburn (Unincorporated)
369,csa_unincorp_walnut,Unincorporated Los Angeles County,Unincorporated - Walnut,Walnut (Unincorporated),1,3848120.07128906,42294.5654374711,Walnut (Unincorporated)
370,csa_unincorp_lennox,Unincorporated Los Angeles County,Unincorporated - Lennox,Lennox (Unincorporated),1,30553215.3730469,33104.900896254,Lennox (Unincorporated)
371,csa_unincorp_westfield_academy_hills,Unincorporated Los Angeles County,Unincorporated - Westfield/Academy Hills,Westfield/Academy Hills (Unincorporated),1,14592671.8808594,17831.6302743356,Westfield/Academy Hills (Unincorporated)
372,csa_unincorp_marina_del_rey,Unincorporated Los Angeles County,Unincorporated - Marina del Rey,Marina del Rey (Unincorporated),1,24773351.7373047,71324.3489531451,Marina del Rey (Unincorporated)
373,csa_unincorp_la_rambla,Unincorporated Los Angeles County,Unincorporated - La Rambla,La Rambla (Unincorporated),1,5867160.38964844,14131.4411356203,La Rambla (Unincorporated)
374,csa_unincorp_palos_verdes_peninsula,Unincorporated Los Angeles County,Unincorporated - Palos Verdes Peninsula,Palos Verdes Peninsula (Unincorporated),1,4631360.40136719,9338.43329730062,Palos Verdes Peninsula (Unincorporated)
375,csa_unincorp_san_clemente_island,Unincorporated Los Angeles County,Unincorporated - San Clemente Island,San Clemente Island (Unincorporated),1,1573236841.43848,389210.434449323,San Clemente Island (Unincorporated)
376,csa_unincorp_santa_catalina_island,Unincorporated Los Angeles County,Unincorporated - Santa Catalina Island,Santa Catalina Island (Unincorporated),1,1999368372.08301,415797.178012711,Santa Catalina Island (Unincorporated)
377,csa_unincorp_kinneloa_mesa,Unincorporated Los Angeles County,Unincorporated - Kinneloa Mesa,Kinneloa Mesa (Unincorporated),1,46820480.9023438,56562.9065902037,Kinneloa Mesa (Unincorporated)
378,csa_unincorp_east_pasadena,Unincorporated Los Angeles County,Unincorporated - East Pasadena,East Pasadena (Unincorporated),1,37146879.0576172,41021.8730825343,East Pasadena (Unincorporated)
466,la_county,County,County of Los Angeles,Los Angeles County,0,110065305243.014,1975325.00805279,Los Angeles County
